source,Item type,Authors,Title,Publication year,Abstract,URLs,Proceedings title,Series,,,,
Scopus,Conference Paper,"Song Y.-T., Wang Y., Yoon Y.",Empowering MOOCs through course certifying agency framework,2017,"The arrival of Massive Open Online Course (MOOC) was hailed by many learners around the globe. More universities are willing to offer their top notch professor’s courses as MOOC. However, when utilizing the knowledge from MOOCs, learners need to go through a number of hurdles—getting course completion certification (MS Global Learning Consortum: An example of LIP accessibility information, IMS Global Learning Consortium Inc., 2001, [10]) from various providers, get recognition of the knowledge level of a MOOC in the related domain, and make it searchable for various purposes. In this paper, we propose a MOOC course certifying agency framework, which merges learners’ profiles from various MOOC providers so consolidated profiles are available in one place. Standards such as IMS LIP and Dublin Core (Feigenbaum and Prud’Hommeaux in SPARQL by example: a tutorial, Cambridge Semantics, 2011, [5]) are adopted and expanded to describe relate MOOC course profiles, learner profiles, learning goals, and related skill sets. It enables matching of qualified learner profiles for a job position and/or to identify a set of related MOOC course profiles for some learning goal. The potential employers look for a matching skill set from converged learner profiles through the agency. Each skill for the position goes through a mapping procedure with a corresponding MOOC course profile. After mapping skills to corresponding MOOCs, the framework searches for the converged profiles. The result is the list of learners who match or almost match a given job description. © Springer International Publishing AG 2017.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015729029&doi=10.1007%2f978-3-319-51472-7_13&partnerID=40&md5=9ed407cdbf5a9096f0a981f544ecaca8,Studies in Computational Intelligence,Springer Verlag,"4th International Conference on Applied Computing and Information Technology, ACIT 2016",,,
Scopus,Conference Paper,"Au C.H., Lam K.C.S., Fung W.S.L., Xu X.",Using animation to develop a MOOC on Information Security,2016,"This is a set of research exploring using animation in the Massive Open Online Course (MOOC) / Small Private Online Course (SPOC) for learning information security. We established an Information Security SPOC course, with animations made of GoAnimate for learning. The course content was largely based on the standard of the Certified Information Systems Auditor (CISA) from Information Systems Audit and Control Association (ISACA). After completing the course, the students were asked to complete a questionnaire related to their learning experience, with questions to measure the satisfaction of the course and the animation, and their further comments. 128 students provided their feedback. We analyzed the relationship between the satisfaction of the course content, animation clips and intention of using MOOC / SPOC in the future. We also generate a concept map by text-mining from the feedback of the open-ended question. © 2016 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009843870&doi=10.1109%2fIEEM.2016.7797898&partnerID=40&md5=9216308167bb56634f6e6a4f24fa029e,IEEE International Conference on Industrial Engineering and Engineering Management,IEEE Computer Society,"2016 International Conference on Industrial Engineering and Engineering Management, IEEM 2016",,,
Scopus,Conference Paper,Sánchez M.,Assessing the quality of MOOC using ISO/IEC 25010,2016,"MOOC or Massive Open Online Course are a virtual training form present in the current educational landscape. Several authors raise doubts about whether these software products offer quality training, being necessary to establish instruments that certify their characteristics or guide how to approach optimization to ensure success and consolidation of this type of e-learning. This project proposes the construction of a software quality model or QM for MOOC, designed with the Individual Quality Model Construction or IQMC and the quality characteristics proposed in the catalog of ISO/IEC 25010. A set of sub characteristics, properties and quality measures will be established with the model, this QM will be an instrument or artifact to facilitate a systematic and practical evaluation with the selection of those characteristics that are considered relevant and consistent for scope and requirements of the evaluator, developer or end user. © 2016 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006925434&doi=10.1109%2fLACLO.2016.7751803&partnerID=40&md5=3111e33da8cf412a920b9bb5d5268e2b,"Proceedings - 2016 11th Latin American Conference on Learning Objects and Technology, LACLO 2016",Institute of Electrical and Electronics Engineers Inc.,"11th Latin American Conference on Learning Objects and Technology, LACLO 2016",,,
Scopus,Article,"Gardair C., Bousquet G., Lehmann-Che J., de Bazelaire C., de Cremoux P., Tran Van Nhieu J., Sockeel M., Battistella M., Calvani J., Gervais J., Pottier Y., Prévaut L., Sekri K., Bertheau P.",Backstage of a massive open online course (MOOC) on cancer diagnosis [Les coulisses d'un Massive Open Online Course (MOOC) sur le diagnostic des cancers],2016,"Massive open online course (or MOOC) is a new online and open access teaching approach aimed at unlimited participation and providing interactions among students and teaching staff. These academic courses, often still free, lead to the delivery of a certificate of attendance and could soon also deliver a diploma. The MOOC “Stratégies diagnostiques des cancers” will be hosted in autumn 2016 on the platform “France Université Numérique” and will have two levels of learners: students in the field of health and biology and the general public. This MOOC will also be integrated into the teaching program of medical students of Paris Diderot University and Paris 13 University. The educational objective of this MOOC is to convey to all participants an overview of the diagnostic steps of cancers and of the various medical specialties involved in this diagnosis. The second week of the MOOC, entitled “tumor samples, macroscopic and microscopic analysis”, presents the pathology specialty with the technical treatment of tissue or cell samples and the basic elements of the tissue section analysis to get a diagnosis of benign or malignant tumor. After this MOOC, it is planned to assess the impact of this new modality of teaching the pathology specialty or pathology, especially by the general public. © 2016 Elsevier Masson SAS",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994805551&doi=10.1016%2fj.annpat.2016.08.013&partnerID=40&md5=b615abe5e99188b40cb8b3d77df58cbd,Annales de Pathologie,Elsevier Masson SAS,,,,
Scopus,Article,"MacKay J.R.D., Langford F., Waran N.",Massive open online courses as a tool for global animal welfare education,2016,"Animal Behaviour and Welfare was a Massive Open Online Course (MOOC) hosted on Coursera as a free introductory animal welfare course. Through interrogating Coursera data and pre-/post-course student experience surveys, we investigated student retention, student experience, changes in attitudes, and changes in knowledge. The course ran for 5 weeks, and 33,501 students signed up, of which 16.4% (n = 5,501) received a Certificate of Achievement, indicating they had completed all assessments within the course. This retention rate is above the industry standard of 10%; however, the value of retention rate as a metric to judge MOOC success is questionable. Instead, we focus on demographics, with Coursera data estimating that 41% of learners came from Europe, 35% from North America, 11% from Asia, 6% from Oceania, 5% from South America, and 2% from Africa. Most learners had completed an undergraduate degree. Despite this wide range of backgrounds, 57.2% of post-course respondents (n = 2,399) strongly agreed that the information presented was at the right level and 64.9% strongly agreed that the course was interesting. After completion, more students (w2[4] = 132.40, p < .001) understood that animal welfare was based on the results of scientific study, and significantly fewer students (w2[4] = 361.32, p < .001) felt health was the most important part of animal welfare. Overall, learners agreed the course was enjoyable and informative, and 97.9% felt the course was a valuable use of their time. We conclude that MOOCs are an appropriate vehicle for providing animal welfare learning to a wide audience, but require a significant level of investment. © 2016 AAVMC.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021848143&doi=10.3138%2fjvme.0415-054R2&partnerID=40&md5=401a28a5f2423170db7e98acb30e3233,Journal of Veterinary Medical Education,University of Toronto Press Inc.,,,,
Scopus,Article,"Watson S.L., Kim W.","Enrolment purposes, instructional activities, and perceptions of attitudinal learning in a human trafficking MOOC",2016,"This study examines learner enrolment purposes, perceptions on instructional activities and their relationship to learning gains in a Massive Open Online Course (MOOC) for attitudinal change regarding human trafficking. Using an author-developed survey, learners reported their perceptions on instructional activities and learning gains within the MOOC, as well as their enrolment purposes. Motivations varied with the majority of learners wanting to formulate a viewpoint or to justify their existing viewpoint, with those taking the MOOC in order to earn a formal certification reporting the highest learning gains. Overall, learners perceived lectures and videos as the most impactful instructional strategy. However, learners who reported the personal project activity as the most effective instructional strategy showed the highest learning gain. The authors discuss the instructional design considerations based on these survey results. © 2016 The Open University.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986226565&doi=10.1080%2f02680513.2016.1230845&partnerID=40&md5=1e337e0b6e1bede7cd58b2233be38229,Open Learning,Routledge,,,,
Scopus,Article,"Northcutt C.G., Ho A.D., Chuang I.L.","Detecting and preventing ""multiple-account"" cheating in massive open online courses",2016,"We describe a cheating strategy enabled by the features of massive open online courses (MOOCs) and detectable by virtue of the sophisticated data systems that MOOCs provide. The strategy, Copying Answers using Multiple Existences Online (CAMEO), involves a user who gathers solutions to assessment questions using a ""harvester"" account and then submits correct answers using a separate ""master"" account. We use a small-scale experiment to verify CAMEO and estimate a ""lower bound"" for its prevalence among 1.9 million course participants in 115 MOOCs from two universities. Using conservative thresholds, we estimate CAMEO prevalence at 1237 certificates, accounting for 1.3% of the certificates in the 69 MOOCs with CAMEO users. Among earners of 20 or more certificates, 25% have used the CAMEO strategy. CAMEO users are more likely to be young, male, and international than other MOOC certificate earners. We identify preventive strategies that can decrease CAMEO rates and show evidence of their effectiveness in science courses. © 2016 Elsevier Ltd. All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966706323&doi=10.1016%2fj.compedu.2016.04.008&partnerID=40&md5=5c83bcf2122c94c39b32709e5da77b69,Computers and Education,Elsevier Ltd,,,,
Scopus,Conference Paper,"Valvano J.W., Yerraballi R., Fulton C.",Teaching embedded systems in a MOOC format,2016,"We have designed and implemented a Massive Open Online Class (MOOC) with a substantial lab component within the edX platform. We deployed this MOOC three times with a total enrollment of over 100,000 students. If MOOCs are truly going to transform engineering education, then they must be able to deliver classes with laboratory components. Our offering goes a long way in unraveling the perceived complexities in delivering a laboratory experience to thousands of students from around the globe. We believe the techniques developed in this class will significantly transform the MOOC environment. Effective education requires students to learn by doing. In the traditional academic setting this active learning is achieved through a lab component. Translating this to the online environment is a non-trivial task that required several important factors to come together. First, we have significant support from industrial partners ARM Inc. [1] and Texas Instruments [2]. Second, the massive growth of embedded microcontrollers has made the availability of lost-cost development platforms feasible. Third, we have assembled a team with the passion, patience, and experience of delivering quality lab experiences to large classes. Fourth, online tools now exist that allow students to interact and support each other. We used edX for the delivery of videos, interactive animations, text, and quizzes [3]. We used Piazza [4] for discussion boards and Zyante[5] for a programming reference. We partnered with element-14[6], Digi-Key[7], and Mouser[8] to make the lab kit available and low-cost. Even though there was a $40-$70 cost to purchase the lab kit, the course completion numbers were slightly better than a typical MOOC. 7.3% of the students completed enough of the class to receive a certificate. Students completing end of the course surveys report a 95% overall satisfaction. Demographics show a world-wide reach with India, US, and Egypt being the countries with the most students. In this paper we will present best practices, successes and limitations of teaching a substantial lab across the globe. © American Society for Engineering Education, 2016.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983246895&partnerID=40&md5=83d38520142afd459a0a1bcc75bae64e,"ASEE Annual Conference and Exposition, Conference Proceedings",American Society for Engineering Education,123rd ASEE Annual Conference and Exposition,,,
Scopus,Article,"Baker R.M., Passmore D.L.",Value and pricing of moocs,2016,"Reviewed in this article is the potential for Massive Open Online Courses (MOOCs) to transform higher education delivery, accessibility, and costs. Next, five major value propositions for MOOCs are considered (headhunting, certification, face-to-face learning, personalized learning, integration with services external to the MOOC, marketing). Then, four pricing strategies for MOOCs are examined (cross-subsidy, third-party, “freemium”, nonmonetary). Although the MOOC movement has experienced growing pains similar to most innovations, we assert that the unyielding pace of improvements in network technologies combined with the need to tame the costs of higher education will create continuing demand for MOOC offerings. © 2016 by the authors; licensee MDPI, Basel, Switzerland.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016979917&doi=10.3390%2feducsci6020014&partnerID=40&md5=ab39fba82dacb51deaa5c0a4da113342,Education Sciences,MDPI AG,,,,
Scopus,Article,"Rayyan S., Fredericks C., Colvin K.F., Liu A., Teodorescu R., Barrantes A., Pawl A., Seaton D.T., Pritchard D.E.",A MOOC based on blended pedagogy,2016,"We describe three iterations of a Massive Open Online Course (MOOC) developed from online preparation materials for a reformed introductory physics classroom at the Massachusetts Institute of Technology, in which the teaching staff interact with small groups of students doing problems using an expert problem-solving pedagogy. The MOOC contains an e-text, simple checkpoint problems and homework. We show how certain course design aspects affect student behaviour: (a) frequent quizzes correlated with students reading a large fraction of the e-text, and (b) When homework sets are arranged by increasing (instructor-estimated) difficulty, we found strong correlations between difficulty and time to solution, but weak correlations with percent correct. Modifications to the second offering of the course resulted in higher retention. These modifications included targeting physics teachers and posting materials well in advance. We define retention as certificates earned relative to participants who make a significant effort on the second assignment. Retention measured this way varied between 44% and 72%, being highest in the course aimed at teachers. We show that there is significant learning among MOOC participants. Applying item response theory to common homework problems showed that the MOOC participants had significantly higher ability than students in a Massachusetts Institute of Technology course and that they maintained this advantage over the duration of the MOOC. © 2016 John Wiley & Sons Ltd.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961828375&doi=10.1111%2fjcal.12126&partnerID=40&md5=bb2222ccf3a128bdf5d0dcb13a9c92e6,Journal of Computer Assisted Learning,Blackwell Publishing Ltd,,,,
Scopus,Conference Paper,"Shen J., Ye M., Wang Y., Zhao Y.","Massive open online course (MOOC) in China: Status quo, opportunities, and challenges",2016,"The population of open education resource and online self-studying mode have been brought great and profound changes to traditional higher education system. The introduction of Massive Open Online Course (MOOC) not only presents a convenient ways to involved in top university education courses, but also proposes an alternative method to obtain university experience and credit certification. This paper gives a brief but comprehensive review of MOOC application in China including its status quo, opportunities and challenges. © 2016 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994574775&doi=10.1109%2fEDUCON.2016.7474692&partnerID=40&md5=202af64bacdee6cc83e555201afccb89,"IEEE Global Engineering Education Conference, EDUCON",IEEE Computer Society,"2016 IEEE Global Engineering Education Conference, EDUCON 2016",,,
Scopus,Conference Paper,"Kay J.S., Nolan T.J., Grello T.M.",The Distributed Esteemed Endorser Review: A novel approach to participant assessment in MOOCs,2016,"One of the most challenging aspects of developing a Massive Open Online Course (MOOC) is designing an accurate method to effectively assess participant knowledge and skills. The Distributed Esteemed Endorser Review (DEER) approach has been developed as an alternative for those MOOCs where traditional approaches to assessment are not appropriate. In DEER, course projects are certified in-person by an ""Esteemed Endorser"", an individual who is typically senior in rank to the student, but is not necessarily an expert in the course content. Not only does DEER provide a means to certify that course goals have been met, it also provides MOOC participants with the opportunity to share information about what they have learned with others at the local level.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969988710&doi=10.1145%2f2876034.2893396&partnerID=40&md5=775099fb1e52753ba4571dd2cb4fd4bc,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,"Association for Computing Machinery, Inc","3rd Annual ACM Conference on Learning at Scale, L@S 2016",,,
Scopus,Article,"Phan T., McNeil S.G., Robin B.R.",Students' patterns of engagement and course performance in a Massive Open Online Course,2016,"A series of Massive Open Online Courses (MOOCs) in the Curriculum and Instruction (CUIN) Department at a university are collaboratively being designed and developed by a team of doctoral students with mentorship from two CUIN professors. The first two MOOCs, Powerful Tools for Teaching and Learning: Digital Storytelling MOOC (DS MOOC) and Powerful Tools for Teaching and Learning: Web 2.0 Tools, have been developed and offered multiple times on the Coursera platform. This paper reports on the relationships between learners' patterns and motives of engagement and their prior subject knowledge with their course performance in the Digital Storytelling MOOC. Results from this study indicate that learners who demonstrated active engagement in the MOOC tended to outperform other learners who did not practice this trait. Learners whose motives for participation involved earning the Continuing Professional Development certificate, gaining skills, ideas and inspirations, and improving their professional practice outperformed the students who valued these traits less. Learners who possessed moderate level of content knowledge seemed to benefit most from the course. This paper contributes insight into aspects of students' behaviors that possibly contributed to their success in a MOOC and invites discussion on how to reinforce these traits. © 2015 Elsevier Ltd. All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953897817&doi=10.1016%2fj.compedu.2015.11.015&partnerID=40&md5=90702141bd8389ed65d44cd37171fa25,Computers and Education,Elsevier Ltd,,,,
Scopus,Conference Paper,"Qiu J., Tang J., Liu T.X., Gong J., Zhang C., Zhang Q., Xue Y.",Modeling and predicting learning behavior in MOOCs,2016,"Massive Open Online Courses (MOOCs), which collect complete records of all student interactions in an online learning environment, offer us an unprecedented opportunity to analyze students' learning behavior at a very fine granularity than ever before. Using dataset from xuetangX, one of the largest MOOCs from China, we analyze key factors that influence students' engagement in MOOCs and study to what extent we could infer a student's learning effectiveness. We observe significant behavioral heterogeneity in students' course selection as well as their learning patterns. For example, students who exert higher effort and ask more questions are not necessarily more likely to get certificates. Additionally, the probability that a student obtains the course certificate increases dramatically (3_ higher) when she has one or more ""certificate friends"". Moreover, we develop a unified model to predict students' learning effectiveness, by incorporating user demographics, forum activities, and learning behavior. We demonstrate that the proposed model significantly outperforms (+2.03-9.03% by F1-score) several alternative methods in predicting students' performance on assignments and course certificates. The model is flexible and can be applied to various settings. For example, we are deploying a new feature into xuetangX to help teachers dynamically optimize the teaching process. © 2016 ACM.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964355157&doi=10.1145%2f2835776.2835842&partnerID=40&md5=2014ec072226ae6894ee8d49d4eaa021,WSDM 2016 - Proceedings of the 9th ACM International Conference on Web Search and Data Mining,"Association for Computing Machinery, Inc","9th ACM International Conference on Web Search and Data Mining, WSDM 2016",,,
Scopus,Conference Paper,"Sammour G., Al-Zoubi A., Gladun A., Khala K., Schreurs J.",MOOCs in universities: Intelligent model for delivering online learning content,2016,"A massive open online course (MOOC) is a model for delivering learning content online to any person who wants to take a course, with no conditions on attendance. Unlike traditional courses, MOOCs require additional skills, provided by videographers, instructional designers, IT specialists and platform specialists. Over the past few years several Universities facilitated partnership with MOOCs providers and are building MOOC courses, to serve as e-learning versions of their courses. Despite all the advantages offered by the MOOC courses, the current statistics show that only a very limited number of registered learners are completing the course. And the vast majority are stopping learning at an early stage. The main reason can be found in the lack of motivation of the students to pass the exams to become a certificate, because universities do not accept the certificates for credits. The aim of this paper is to study the readiness of students to take MOOC courses on one hand and the acceptance of MOOC courses in Universities. A study is conducted on two Universities, Hasselt University, Belgium and Princess Sumaya University for Technology, Jordan. The results of the study are promising, as they suggest that such virtual study programs are accepted in both Universities. However, professors in both Universities elucidate concerns on accepting the equivalence of the MOOC courses to their own courses. © 2015 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970024421&doi=10.1109%2fIntelCIS.2015.7397216&partnerID=40&md5=3a04fcacfd6ca01b4fea33c5d2ed6b04,"2015 IEEE 7th International Conference on Intelligent Computing and Information Systems, ICICIS 2015",Institute of Electrical and Electronics Engineers Inc.,"7th IEEE International Conference on Intelligent Computing and Information Systems, ICICIS 2015",,,
Scopus,Article,"Warren J.I., Mclaughlin M., Bardsley J., Eich J., Esche C.A., Kropkowski L., Risch S.",The Strengths and Challenges of Implementing EBP in Healthcare Systems,2016,"Background: Multihospital healthcare system leaders and individual nurses are challenged to integrate standardized evidence-based practices that support continuous performance improvement in their systems. Aim: This study was undertaken to evaluate the strength of and the opportunities for implementing evidence-based nursing practice across a diverse 9-hospital system located in the mid-Atlantic region. Methods: A cross-sectional survey of 6,800 registered nurses (RNs), with a 24% response rate, was conducted to learn about their attitudes, beliefs, and perceptions toward organizational readiness and implementation of EBP. Results: Although respondents' beliefs about EBP were positive, they reported their ability to implement EBP as extremely low. More than one third (36%) of the respondents worked at two of the system's Magnet designated hospitals. Magnet RNs reported more resources and held more positive beliefs about their hospital's organizational readiness for EBP. Nurses who possess advanced nursing degrees, certification, and who serve in leadership roles were favorable toward EBP. Younger RNs with fewer years in practice were more likely to have positive beliefs toward EBP and embedding it into the organizational culture. Linking Evidence to Practice: Findings mirror previous research where nurses internationally favor EBP yet struggle with similar barriers for implementation. Strategies to link this evidence to action can be taken at local and global levels. Locally, transformational nurse leaders within each hospital can share the vision for implementing EBP and embrace Magnet principles. At the system level, transformational nurse leaders can collectively allocate resources to create a system-wide online EBP education plan with EBP competencies and tool kit to increase RN exposure to EBP and standardize practice. Globally, promoting free and accessible EBP massive open online courses (MOOC) and sharing best practices online and at international forums such as Magnet conferences will help to lead, educate, and mentor nurses with strategies to systematically increase EBP uptake. © 2016 Sigma Theta Tau International.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958169934&doi=10.1111%2fwvn.12149&partnerID=40&md5=97d09a93b9f414efcefcfb1003aee1e1,Worldviews on Evidence-Based Nursing,Blackwell Publishing Ltd,,,,
Scopus,Conference Paper,"Muhammad I.F., Yutuc W.E.",A study on the development and implementation of massive open online courses in maritime education and training,2016,"Due to technological advances, global issues and new regulations in the shipping industry, the seafarers are tasked to constantly remain current and comply with the required industry standards by ensuring their competencies are updated. For the purpose of creating another platform for the seafarers to meet and accomplish this requirement, this paper studied the development and implementation of Massive Open Online Courses (MOOCs) in Maritime Education and Training (MET). The approach considered instructional design strategies (ISD) and methodology, target audience, type of training, content, evaluation and assessment schemes. Furthermore, the significant barriers in MET have been discussed including the current issues and challenges faced in the maritime industry. Given these complexities for MOOCs and considering the expected outcomes for both the seafarers and the maritime industry as a whole, the process may seem wearisome. Also, its immediate implementation may negatively impact the expected performance outcomes of the entire system as it currently stands. However, the long term benefits of a properly structured MOOC, being a learning management system (LMS) or e-learning platform, should be seen to overcome this setback and serve its intended purpose effectively. This paper presented a MOOC model specifically designed to conform with the requirements of the International Convention on Standards of Training, Certification and Watchkeeping for Seafarers Manila Amendment (STCW 2010). © 2016 The Royal Institution of Naval Architects.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049082513&partnerID=40&md5=8f897d29d80a880fe611ee77e385ea3a,"RINA, Royal Institution of Naval Architects - International Conference on Education and Professional Development of Engineers in the Maritime Industry, EPD 2016",Royal Institution of Naval Architects,"RINA, Royal Institution of Naval Architects - International Conference on Education and Professional Development of Engineers in the Maritime Industry 2016, EPD2016",,,
Scopus,Conference Paper,"Banks C., Meinert E.",The acceptability of mooc certificates in the workplace,2016,"Massive open online courses (MOOCs) are being undertaken by hundreds of thousands of participants globally. Reasons for taking these courses vary, such as improving employment prospects, especially in the technology sector, though the impact of these certificates has not been established. Factors identified as barriers to the acceptance of these certifications include user verification issues and a lack of familiarity of MOOC content. There are positive signs in employers recommending MOOCs for training purposes and a major MOOC platform collaborating with companies to provide a work placement scheme. The discussion regarding the value of traditional and online education also applies, as employers are seeking candidates who are technically skilled and ready for work, which is not guaranteed by a traditional degree certificate. This review provides a baseline collation of current opinion and research. Independent qualitative research and further literature review should be conducted to build an evidence base regarding the use of MOOCs and their certificates.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040227746&partnerID=40&md5=3351c472994f4a48cc5de77675202183,"Proceedings of the International Conference on E-Learning, EL 2016 - Part of the Multi Conference on Computer Science and Information Systems 2016",IADIS,"2016 International Conference on E-Learning, EL 2016",,,
Scopus,Book Chapter,"Chew S.W., Cheng I.-L., Chen N.-S.",Yet another perspectives about designing and implementing a mooc,2016,"Massive Open Online Courses (MOOC) are rapidly growing, fulfilling the learning needs of learners these days. Video lectures and in-video learning activities are elements that distinctively differs MOOCs from other online courses. Hence, the recording and production process of these video lectures, along with insertion of learning activities are important to produce an efficient MOOC course and sustaining learners engagement. Furthermore, segmenting technics and structuring the course are other elements to consider in designing the course. Alongside, instructors are stimulated to think of new ways to adapt to the change in the learning needs of learners. Designing MOOCs as microcourses, team teaching, changing the roles of lecturers and students, utilizing existing materials, and OERs in MOOCs are some of the ideas and concepts to be considered. Some experience sharing on issues and challenges faced in operating MOOCs along with the proposals of potential solutions are also discussed in this chapter including the assessment of learners’ performance, administration of MOOCs, and credibility of MOOC certificates. © Springer-Verlag Berlin Heidelberg 2017.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031734344&doi=10.1007%2f978-3-662-52925-6_6&partnerID=40&md5=4ad5e6ab66d1fc29055452116179320a,Lecture Notes in Educational Technology,Springer International Publishing,,,,
Scopus,Book Chapter,Spector J.M.,A critical look at MOOCs,2016,"Massive Open Online Courses (MOOCs) are offered online to anyone who registers. There are no requirements to register and for those not wishing to receive course credit or a certificate indicating successful completion, there are no charges to enroll. As a result, enrollments can reach into the thousands. MOOCs are a recent twenty-first century phenomenon that emerged from the open educational resources movement and a course entitled “Connectivism and Connective Knowledge” offered in 2008 by George Siemens and Stephen Downes. There were a small number of students at the University of Manitoba who paid tuition and several thousand others who simply participated in the online course environment at no cost. Given the subject (connectivism) of that early MOOC and the fact that those not paying were there as part of an extended community gathered around the subject of the course, it is reasonable to conclude that the ‘C’ in MOOC stood for ‘course’ for registered participants and ‘community’ for those not registered. Since 2008, MOOCs have appeared in many places and have taken many forms. This chapter examines the growth of MOOCs and the roles that they can play in the context of learning and instruction. The argument herein is that it is a mistake to consider current MOOCs to be a new form of a distance learning course. Rather, current MOOCs should be viewed and evaluated not as courses but as communities of subject-specific participants. © Springer-Verlag Berlin Heidelberg 2017.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031711309&doi=10.1007%2f978-3-662-52925-6_7&partnerID=40&md5=c6f60a7779da8ab5c6e3f9cbaefbeb16,Lecture Notes in Educational Technology,Springer International Publishing,,,,
Scopus,Conference Paper,"Sahasrabudhe S.S., Majumdar R.",Content creation and pedagogic strategies for Skill development MOOC,2016,"Skill development is being promoted throughout India, as a channel to create employable resource. Massive Online Open Courses (MOOCs) can provide a platform to enable such skill development programs at scale. The IITBombayX course, Basic 3D animation using Blender (SKANI101x), was the first of its kind offering of a Skill Development MOOC (sdMOOC) for the Indian learners. Over its two offerings, 6457 participants registered, 2465 (38%) were active and 1132 (19%) were certified. However while producing and conducting the course we realized the lack of content creation and pedagogic strategies for such sdMOOCs. Analysis of our pilot offering of SKANI101x, highlighted its effectiveness for both, first-time and experienced online learners. In the second offering we modified pedagogic strategies to foster student-instructor interactions that resulted in higher engagement and completion rate. This paper discusses the rationale of the decisions and reports an evaluation study of participants' performance, engagement, and perceptions regarding the components of the course over two offerings. This provides an evidence for the effectiveness of the content creation and pedagogic strategies implemented.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019006666&partnerID=40&md5=5a30d8f8078fbe72028dca421d76a643,ICCE 2016 - 24th International Conference on Computers in Education: Think Global Act Local - Main Conference Proceedings,Asia-Pacific Society for Computers in Education,"24th International Conference on Computers in Education, ICCE 2016",,,
Scopus,Conference Paper,"Halkude S., Awasekar D., Nirgude M., Mistry R.",Coordinated faculty professional development activity: Key for high retention in MOOCs,2016,"Massive Open Online Courses (MOOCs) are a rapidly growing form of educational technology and have the potential to deliver world class education. The potential benefits are particularly of paramount importance in developing countries such as India due to paucity of good faculty with regards to scaling up of professional education. India has now officially jumped into the open online courses bandwagon with the government announcing many initiatives with an objective of providing affordable and quality education to all desirous. IITBombayX is one such online platform which offers interactive online classes and MOOCs for faculty professional development. This paper reports findings from MOOC on ET601Tx that were instrumental in 98.6% course completion rate conducted at our institute against a general 24% for this course at all over India. Out of the 146 registered, 144 went on to complete the entire course and received honor code certificates. The post MOOC survey of 133 participants revealed that 'Institutional Leadership' in the form of Coordinated Faculty Professional Development Activity (CFPDA) was a major contributing factor in making the faculty persists throughout the course and completing it successfully. The CFPDA at the institution, in the form of review meetings facilitation by education technology mentors, department coordinators has led to 98.6 % persistence and higher scores obtained by the faculty participants.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019002398&partnerID=40&md5=e9a4631dd6bab7b8a12b809c5cafe5c8,ICCE 2016 - 24th International Conference on Computers in Education: Think Global Act Local - Main Conference Proceedings,Asia-Pacific Society for Computers in Education,"24th International Conference on Computers in Education, ICCE 2016",,,
Scopus,Conference Paper,"Coulombe C., Paquette G., Mezghani N.",Improving MOOCs' perseverance and completion rates using best practice design principles,2016,"The high dropout rates remain a key argument of many critics of the MOOC (massive open online courses). A range of 5 to 10% is often mentioned in the scientific literature as the percentage of participants who complete a MOOC. The experience at TÉLUQ for Ulibre's MOOCs has shown excellent performance in term of ""persistence/perseverance"" of the participants, which were about three times better than the average rates of other MOOC providers with over 33% of certification. Ulibre's high commitment, great participation to the discussion forums and high certification rates are not due to chance, but are at least in part the result of a set of best practices and simple design rules that we have shared in this paper.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013655651&partnerID=40&md5=f60dc4b52f0924cefa9169b5c298af76,"IMSCI 2016 - 10th International Multi-Conference on Society, Cybernetics and Informatics, Proceedings","International Institute of Informatics and Systemics, IIIS","10th International Multi-Conference on Society, Cybernetics and Informatics, IMSCI 2016",,,
